Reporting Economy,Product/Sector,Partner Economy,2013,2014,2015,2016,2017,2018,2019
European Union,"MT2 - 03 - Fruits, vegetables, plants",El Salvador,5896760,5427668,5201636,4943015,4695823,6400817,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Equatorial Guinea,,,,102309,153682,296093,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Eswatini,22059031,20987122,19568746,19581458,12811675,18181444,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Ethiopia,264244486,293000117,241495341,237278657,232248707,246665675,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Fiji,2364462,4011961,4481241,1421034,2098582,1025019,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Gabon,3227,,1416,143,14254,,
European Union,"MT2 - 03 - Fruits, vegetables, plants",The Gambia,3334794,7840236,5877946,5184854,4488866,4375520,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Georgia,117184282,152958746,168088851,159312027,74498110,54986879,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Ghana,147344062,155844118,146373778,153109901,175378371,192493613,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Grenada,321023,250448,268666,211009,165785,239117,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Guatemala,113799821,119467598,161725462,177155192,179585152,223791945,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Guinea,1459243,2055168,1650643,1201087,931145,1368489,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Guinea-Bissau,133385,417156,549622,130532,246256,3929039,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Guyana,2158645,2745792,2769608,3051151,3229396,3117956,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Haiti,898372,1805764,2246628,2272897,1091603,1408697,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Honduras,65408398,88573001,84698427,89313709,101845988,109894659,
European Union,"MT2 - 03 - Fruits, vegetables, plants","Hong Kong, China",6308685,8968920,10748860,7643093,6374520,7035821,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Iceland,154608,90784,6043610,37935,196768,106715,
European Union,"MT2 - 03 - Fruits, vegetables, plants",India,972277784,986654644,939705743,978800073,1131927065,1175282046,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Indonesia,148802035,196757066,192574528,164427425,214080880,191130886,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Iran,311959037,346555231,337948975,353610434,307267719,331311390,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Iraq,343023,2682637,2562779,1402916,362932,899821,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Israel,848678815,768888930,694446153,713055426,751091605,688245624,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Jamaica,15398442,14091539,14858884,15102645,13173879,11449285,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Japan,22683371,21899772,19820961,26083097,28040798,26996523,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Jordan,25563127,28127228,23714591,25625308,28713602,29896411,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Kazakhstan,2965598,2499203,2815380,4857495,3908997,16920885,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Kenya,911482752,960420355,883064771,902130411,891057567,1005325803,
European Union,"MT2 - 03 - Fruits, vegetables, plants","Korea, Republic of",33671056,38799563,38628327,41466050,62454767,65203313,
European Union,"MT2 - 03 - Fruits, vegetables, plants","Kuwait, the State of",20560,130133,113461,24488,54084,20871,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Kyrgyz Republic,16512088,13965270,14807057,13175303,12549516,14844003,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Lao People's Democratic Republic,4324073,3596454,10148097,9497265,9242380,8911446,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Lebanese Republic,29629248,26963737,27530175,33792394,31937647,33424576,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Lesotho,734170,1507331,1757472,1692358,2356051,2117370,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Liberia,16906,48930,15656,10773,3110,645,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Libya,6481,2967,119862,96320,578538,664081,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Liechtenstein,156293,178366,308595,221675,318619,538605,
European Union,"MT2 - 03 - Fruits, vegetables, plants","Macao, China",146,37821,14468,7446,9972,12244,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Madagascar,80281153,97858646,76836543,85847247,107067225,127776585,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Malawi,3944073,6277917,7915050,7994154,8617719,10907287,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Malaysia,31929915,36829728,38312297,34021055,32786697,31340688,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Maldives,10531,,,,65,5,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Mali,14842467,14353172,17313673,18386064,12945645,13716468,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Mauritania,207942,1618102,1442187,655973,568388,402687,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Mauritius,7306301,7545969,7049680,6383732,6626308,7258456,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Mexico,399700822,401743401,435352647,542053741,555530076,544617797,
European Union,"MT2 - 03 - Fruits, vegetables, plants","Moldova, Republic of",82901633,99526298,94976334,85897428,117548938,111498863,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Mongolia,67291,63369,54140,61707,90850,74848,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Montenegro,5331854,6161529,3439555,4651404,2988942,5207796,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Morocco,1499764238,1750268782,1700993171,1864754877,2204886952,2454064960,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Mozambique,6455999,10963045,12580923,21061183,15316277,22617049,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Myanmar,8985977,19403774,22184339,20544932,25112494,14604946,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Namibia,66212559,82237099,58647459,61626890,64439361,85506802,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Nepal,691798,775027,487172,1352904,873330,522657,
European Union,"MT2 - 03 - Fruits, vegetables, plants",New Zealand,495983874,539319537,461991195,480595240,530544669,619684501,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Nicaragua,10349183,9105163,14187489,26511020,51564114,54995338,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Niger,1733293,1001424,1933678,2588829,2542559,3660490,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Nigeria,10762231,9835414,6381588,4895732,6221449,12163448,
European Union,"MT2 - 03 - Fruits, vegetables, plants",North Macedonia,96744799,109344722,101286658,115818102,102188110,107788954,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Norway,15676633,15433001,13618551,14812752,10592987,9366837,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Oman,169097,377435,190811,766002,181763,331471,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Pakistan,153016414,108024458,81954334,74672644,60066684,80245112,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Panama,211484717,241420986,154380471,132653811,284342880,302620767,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Papua New Guinea,43001,262295,67721,39260,1209,,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Paraguay,5944870,8786077,7383587,6021586,6147895,6377615,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Peru,1183796969,1254582245,1319517403,1491815202,1598991794,1912556054,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Philippines,211946477,238514655,247568332,224018040,291625526,292268480,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Qatar,180704,19112,33316,119364,12477,16649,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Russian Federation,128284769,128014571,125292856,109287133,114068595,212366018,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Rwanda,956744,907153,936384,1136105,5594511,11924971,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Saint Kitts and Nevis,9615,,,22814,77,96567,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Saint Lucia,10921448,8360405,7565131,6293227,7057245,6916020,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Saint Vincent and the Grenadines,895352,784200,847174,804967,668230,873077,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Samoa,53,,,,,,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Sao Tomé and Principe,1780,13060,170,3030,1193,16729,
European Union,"MT2 - 03 - Fruits, vegetables, plants","Saudi Arabia, Kingdom of",3988074,4823797,5865563,5009751,9231057,9611463,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Senegal,97688789,117352781,94052231,102154025,117077891,130913239,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Serbia,407432344,434608338,438222629,440867553,473071465,454596073,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Seychelles,29973,,,,3,50462,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Sierra Leone,468659,175756,343073,241477,374492,185343,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Singapore,14001202,13661896,10251975,8703757,8880930,6929162,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Solomon Islands,,,,,,666,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Somalia,1492165,2447089,8558147,13194973,19831743,26297121,
European Union,"MT2 - 03 - Fruits, vegetables, plants",South Africa,2062169372,1970448463,1937377689,2004960592,2185735701,2412341444,
European Union,"MT2 - 03 - Fruits, vegetables, plants",South Sudan,,,58164,1407,130970,53856,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Sri Lanka,52345708,80058826,67016919,70600802,68352357,69856252,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Sudan,91960883,80873463,84815711,84834840,80732537,80286873,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Suriname,60907331,57915454,41130704,52175235,48392277,42717984,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Switzerland,125678179,128066721,104703557,100076044,104431802,128038366,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Syrian Arab Republic,15650246,6950685,8513759,11459847,14155172,16186877,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Chinese Taipei,54695146,57967660,50286835,45810579,45113495,43363131,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Tajikistan,234502,202070,68897,40868,396450,870734,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Tanzania,52793401,58057163,43613596,43417316,47250777,53518665,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Thailand,432879072,409218120,391349103,414202837,433334307,348649832,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Timor-Leste,106,1209,1535,,,,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Togo,5409396,7430709,7902330,6849109,8996034,10738554,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Tonga,,81703,,71,,,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Trinidad and Tobago,67543,121287,105128,134395,37438,8131,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Tunisia,178853546,172453101,161796608,176418092,179232821,211208497,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Turkey,3498209997,3857513282,4210666555,3325662361,3102139690,3280685003,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Uganda,75198035,77908934,71872953,71939228,75726855,79336371,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Ukraine,233972629,282374367,240463705,217282541,283128765,390073762,
European Union,"MT2 - 03 - Fruits, vegetables, plants",United Arab Emirates,10733616,12771988,16190008,20100465,21263249,21904251,
European Union,"MT2 - 03 - Fruits, vegetables, plants",United States of America,3228788194,3852140836,4100872031,3721120220,3707823823,3776561646,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Uruguay,82538141,87375369,58810220,48117836,44980594,43539765,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Uzbekistan,16153268,24917132,25979439,23372455,24190201,26817963,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Vanuatu,,285154,51904,232944,460084,86079,
European Union,"MT2 - 03 - Fruits, vegetables, plants","Venezuela, Bolivarian Republic of",1295631,3159720,2346164,2871218,1878493,1737992,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Viet Nam,351111499,489691737,654825700,809904347,1019599056,996395184,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Yemen,263201,188907,150963,52249,14,102708,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Zambia,28715471,26757682,21992612,18533624,21725224,20841401,
European Union,"MT2 - 03 - Fruits, vegetables, plants",Zimbabwe,62720599,65013355,60405657,57741172,66125789,80052132,
European Union,"MT2 - 04 - Coffee, tea",World,17339917459,18758837331,18573006899,18789568641,18515419853,17562827068,
European Union,"MT2 - 04 - Coffee, tea",Afghanistan,85,199,,4,23,3377,
European Union,"MT2 - 04 - Coffee, tea",Albania,1458259,797624,130981,76361,110891,224588,
European Union,"MT2 - 04 - Coffee, tea",Algeria,5655631,5005034,6236982,9376198,8204287,7850614,
European Union,"MT2 - 04 - Coffee, tea",Andorra,53,1405,24174,9537,85211,16925,
European Union,"MT2 - 04 - Coffee, tea",Angola,460863,739406,1695359,560280,874164,813858,
European Union,"MT2 - 04 - Coffee, tea",Antigua and Barbuda,,114656,525997,176555,97303,,
European Union,"MT2 - 04 - Coffee, tea",Argentina,20146033,21206748,17087628,16998872,15695996,17705839,
European Union,"MT2 - 04 - Coffee, tea",Armenia,5007,5862,1335,4843,17555,200086,
European Union,"MT2 - 04 - Coffee, tea",Australia,2143053,2189405,2612177,3612286,3046991,3277510,
European Union,"MT2 - 04 - Coffee, tea",Azerbaijan,381116,240254,347498,209566,131619,74526,
European Union,"MT2 - 04 - Coffee, tea",Bahamas,274343,,,,42,1403,
European Union,"MT2 - 04 - Coffee, tea","Bahrain, Kingdom of",279,31186,413,2533,660,472,
European Union,"MT2 - 04 - Coffee, tea",Bangladesh,199907,124164,73198,114039,249246,793341,
European Union,"MT2 - 04 - Coffee, tea",Barbados,120,247,1536,950,860,,
European Union,"MT2 - 04 - Coffee, tea",Belarus,576243,530414,401640,608028,1251353,1377281,
European Union,"MT2 - 04 - Coffee, tea",Belize,427729,74532,278896,202824,530634,830961,
European Union,"MT2 - 04 - Coffee, tea",Benin,4143,711,288,,270,87,
European Union,"MT2 - 04 - Coffee, tea",Bhutan,,,,,,16,
European Union,"MT2 - 04 - Coffee, tea","Bolivia, Plurinational State of",8518781,9614094,7261292,5163007,6018145,5054466,
European Union,"MT2 - 04 - Coffee, tea",Bosnia and Herzegovina,3776497,5142493,4369386,4361911,5040628,5712932,
European Union,"MT2 - 04 - Coffee, tea",Botswana,55325,316,116,,7,178,
European Union,"MT2 - 04 - Coffee, tea",Brazil,2505984756,3035854782,2948473951,2527717711,2530939544,2360151693,
European Union,"MT2 - 04 - Coffee, tea",Brunei Darussalam,5697,35521,58,54906,789,796,
European Union,"MT2 - 04 - Coffee, tea",Burkina Faso,29748,8,848,1223,4180,19,
European Union,"MT2 - 04 - Coffee, tea",Burundi,36558327,24482154,39544323,33129027,25821802,27081140,
European Union,"MT2 - 04 - Coffee, tea",Cabo Verde,1567,85673,114337,2076,11462,71,
European Union,"MT2 - 04 - Coffee, tea",Cambodia,887,6733,1384,1238,7179,3161,
European Union,"MT2 - 04 - Coffee, tea",Cameroon,467824252,588964978,529864057,534118474,443102340,405751788,
European Union,"MT2 - 04 - Coffee, tea",Canada,7879799,9449158,12530473,10258806,13753908,15623278,
European Union,"MT2 - 04 - Coffee, tea",Central African Republic,283971,87332,214537,384964,,,
European Union,"MT2 - 04 - Coffee, tea",Chile,7956498,2817530,6313372,4765488,6661219,2921722,
European Union,"MT2 - 04 - Coffee, tea",China,368104236,331519540,267463362,274345634,270455372,268244838,
European Union,"MT2 - 04 - Coffee, tea",Colombia,550874772,742704595,753908179,733852310,766386792,655628227,
European Union,"MT2 - 04 - Coffee, tea",Comoros,747942,132607,43,,,,
European Union,"MT2 - 04 - Coffee, tea",Congo,23709248,27631690,13969002,20346593,19714331,18632253,
European Union,"MT2 - 04 - Coffee, tea",Costa Rica,80220884,68349842,74037345,67458634,76015837,70364994,
European Union,"MT2 - 04 - Coffee, tea",Côte d'Ivoire,2446560926,2819914834,3288174538,3573417319,3411839946,3107928122,
European Union,"MT2 - 04 - Coffee, tea",Cuba,2892220,2408879,1736315,4695201,3015412,6586996,
European Union,"MT2 - 04 - Coffee, tea",Curaçao,,4231,3136,11368,2963,4841,
European Union,"MT2 - 04 - Coffee, tea",Democratic Republic of the Congo,11128615,14966289,29066746,34270767,26642277,21572750,
European Union,"MT2 - 04 - Coffee, tea",Djibouti,2824263,4593914,8976620,10430590,7485150,3988071,
European Union,"MT2 - 04 - Coffee, tea",Dominica,770,48887,126,2794348,3032302,205295,
European Union,"MT2 - 04 - Coffee, tea",Dominican Republic,108072179,108313211,142707738,156413893,99786336,114118336,
European Union,"MT2 - 04 - Coffee, tea",Ecuador,268651481,278487853,256577134,307905582,274968617,217957843,
European Union,"MT2 - 04 - Coffee, tea",Egypt,3280276,2329215,2750357,7564815,4091983,2876245,
European Union,"MT2 - 04 - Coffee, tea",El Salvador,93158794,36880039,42394480,28155173,29970849,38113042,
European Union,"MT2 - 04 - Coffee, tea",Equatorial Guinea,1406720,1765909,2398532,927908,1872541,1786361,
European Union,"MT2 - 04 - Coffee, tea",Eswatini,,18139,,,429,1,
European Union,"MT2 - 04 - Coffee, tea",Ethiopia,302512386,311477547,297495891,297730351,300581748,285308970,
European Union,"MT2 - 04 - Coffee, tea",Fiji,385,1347,,1901,3371,2885,
European Union,"MT2 - 04 - Coffee, tea",Gabon,220438,246197,72080,,232622,2519,
European Union,"MT2 - 04 - Coffee, tea",The Gambia,133,2251,3098,,53450,190,
European Union,"MT2 - 04 - Coffee, tea",Georgia,728155,341095,141518,71211,82872,173336,
European Union,"MT2 - 04 - Coffee, tea",Ghana,1259361511,1502469757,1428683967,1564757340,1179059167,1259307805,
European Union,"MT2 - 04 - Coffee, tea",Grenada,1630544,1348724,1238230,1032056,1456597,2610693,
European Union,"MT2 - 04 - Coffee, tea",Guatemala,141232425,127388535,125109411,114831544,138681016,154540525,
European Union,"MT2 - 04 - Coffee, tea",Guinea,12204224,22616632,50291673,45013374,17587991,11850212,
European Union,"MT2 - 04 - Coffee, tea",Guinea-Bissau,88712,,,,15856,25658,
European Union,"MT2 - 04 - Coffee, tea",Guyana,2311,17667,6043,8797,11580,6815,
European Union,"MT2 - 04 - Coffee, tea",Haiti,3257862,3899389,3132302,5897557,2399646,2263694,
European Union,"MT2 - 04 - Coffee, tea",Honduras,593762268,592877603,672306120,591509357,717777183,665730963,
European Union,"MT2 - 04 - Coffee, tea","Hong Kong, China",1931339,1761909,592482,701166,636019,793950,
European Union,"MT2 - 04 - Coffee, tea",Iceland,1394444,1463139,994156,836440,822860,949525,
European Union,"MT2 - 04 - Coffee, tea",India,538141426,546488243,505823748,522925175,593569421,609670942,
European Union,"MT2 - 04 - Coffee, tea",Indonesia,531049053,344238791,400828427,356092971,460042173,275785463,
European Union,"MT2 - 04 - Coffee, tea",Iran,14391502,15831335,6276399,3951739,3139813,2710721,
European Union,"MT2 - 04 - Coffee, tea",Iraq,80499,106,21,20,6357,121,
European Union,"MT2 - 04 - Coffee, tea",Israel,13087078,4847488,3386578,3815846,5101836,4931933,
European Union,"MT2 - 04 - Coffee, tea",Jamaica,3505728,5669026,6587067,7100486,3653072,2573992,
European Union,"MT2 - 04 - Coffee, tea",Japan,25029247,25537926,21550902,29018371,26244861,28113703,
European Union,"MT2 - 04 - Coffee, tea",Jordan,208266,111361,221959,292557,445770,338228,
European Union,"MT2 - 04 - Coffee, tea",Kazakhstan,561337,684051,543998,550449,484337,587932,
European Union,"MT2 - 04 - Coffee, tea",Kenya,311672527,290456346,334405511,341316396,345311969,331584455,
European Union,"MT2 - 04 - Coffee, tea","Korea, Republic of",2675457,9179383,38316490,39272787,22830873,13127619,
European Union,"MT2 - 04 - Coffee, tea","Kuwait, the State of",6973,324,8408,40841,19964,115414,
European Union,"MT2 - 04 - Coffee, tea",Kyrgyz Republic,66,54,,,,,
European Union,"MT2 - 04 - Coffee, tea",Lao People's Democratic Republic,34558740,31959006,34575024,25993313,20890616,19776561,
European Union,"MT2 - 04 - Coffee, tea",Lebanese Republic,2976272,4059015,4258633,6044945,5504268,4820302,
European Union,"MT2 - 04 - Coffee, tea",Lesotho,,,,,,7238,
European Union,"MT2 - 04 - Coffee, tea",Liberia,15543102,19572925,38843479,99811815,31239789,14978163,
European Union,"MT2 - 04 - Coffee, tea",Libya,91280,,91,50186,9673,247,
European Union,"MT2 - 04 - Coffee, tea",Liechtenstein,518,6157,7362,13768,35569,106032,
European Union,"MT2 - 04 - Coffee, tea","Macao, China",,19,1033,421,1012,590,
European Union,"MT2 - 04 - Coffee, tea",Madagascar,24542195,25826065,24621019,28897088,23630034,19005357,
European Union,"MT2 - 04 - Coffee, tea",Malawi,26798671,27303912,27962759,22652046,42585386,41808556,
European Union,"MT2 - 04 - Coffee, tea",Malaysia,77413465,36627547,26831006,32608126,21600981,19689093,
European Union,"MT2 - 04 - Coffee, tea",Maldives,,,,,6,,
European Union,"MT2 - 04 - Coffee, tea",Mali,54701,1381,1644,109083,1771,1192,
European Union,"MT2 - 04 - Coffee, tea",Mauritania,,,217,,24,,
European Union,"MT2 - 04 - Coffee, tea",Mauritius,383667,429148,313676,417235,444730,401999,
European Union,"MT2 - 04 - Coffee, tea",Mexico,131095355,129141474,124904565,104839587,122256030,152702961,
European Union,"MT2 - 04 - Coffee, tea","Moldova, Republic of",2164790,2705154,2885638,3723558,4681104,4817099,
European Union,"MT2 - 04 - Coffee, tea",Mongolia,108843,1044,77,98,256,736,
European Union,"MT2 - 04 - Coffee, tea",Montenegro,3154,14784,178538,305903,251430,192021,
European Union,"MT2 - 04 - Coffee, tea",Morocco,7175578,7088241,5754108,4671521,5444340,7021010,
European Union,"MT2 - 04 - Coffee, tea",Mozambique,3502882,1670500,1799116,4101742,3308983,6202496,
European Union,"MT2 - 04 - Coffee, tea",Myanmar,5255,3615,104881,150902,378640,501709,
European Union,"MT2 - 04 - Coffee, tea",Namibia,166394,139,185029,73367,8341,41294,
European Union,"MT2 - 04 - Coffee, tea",Nepal,1810491,1236662,1555207,1275469,1261091,1619641,
European Union,"MT2 - 04 - Coffee, tea",New Zealand,2390950,1165358,559692,584272,773556,508839,
European Union,"MT2 - 04 - Coffee, tea",Nicaragua,101117661,90426739,108944062,89001032,116079376,132551655,
European Union,"MT2 - 04 - Coffee, tea",Niger,229190,,4084,,34,57,
European Union,"MT2 - 04 - Coffee, tea",Nigeria,455583655,506355841,441154068,591645409,479317528,467719753,
European Union,"MT2 - 04 - Coffee, tea",North Macedonia,3724892,5137863,4994059,5126157,5561420,6577785,
European Union,"MT2 - 04 - Coffee, tea",Norway,30279190,30270906,25695060,27884425,31705366,38138361,
European Union,"MT2 - 04 - Coffee, tea",Oman,292272,145947,265677,438095,40065,74913,
European Union,"MT2 - 04 - Coffee, tea",Pakistan,862068,934920,838698,1153623,1205338,1034141,
European Union,"MT2 - 04 - Coffee, tea",Panama,5192236,5987711,6186267,7772610,7284136,6130619,
European Union,"MT2 - 04 - Coffee, tea",Papua New Guinea,67235153,95078066,68450375,93855373,92390874,71811762,
European Union,"MT2 - 04 - Coffee, tea",Paraguay,1512513,1449088,1864741,1931530,2187188,2774674,
European Union,"MT2 - 04 - Coffee, tea",Peru,578932867,594058146,557436401,612755257,544770328,520067654,
European Union,"MT2 - 04 - Coffee, tea",Philippines,2244186,1300734,1081696,1688854,651924,2717149,
European Union,"MT2 - 04 - Coffee, tea",Qatar,10438,60374,7198,8747,9319,12207,
European Union,"MT2 - 04 - Coffee, tea",Russian Federation,26244904,28598503,28933102,29306321,30146039,31360651,
European Union,"MT2 - 04 - Coffee, tea",Rwanda,31805259,33312326,41380854,40918872,40728081,35613693,
European Union,"MT2 - 04 - Coffee, tea",Saint Kitts and Nevis,146,,,,14,,
European Union,"MT2 - 04 - Coffee, tea",Saint Lucia,26202,79721,149763,171837,91550,54495,
European Union,"MT2 - 04 - Coffee, tea",Saint Vincent and the Grenadines,,,832,7558,4387,115097,
European Union,"MT2 - 04 - Coffee, tea",Sao Tomé and Principe,5440329,10331537,8633412,10612946,8175925,4643115,
European Union,"MT2 - 04 - Coffee, tea","Saudi Arabia, Kingdom of",103562,308808,129505,115747,184854,699727,
European Union,"MT2 - 04 - Coffee, tea",Senegal,30199,80577,125242,184732,76677,218454,
European Union,"MT2 - 04 - Coffee, tea",Serbia,8716691,10788200,10995690,13628329,14396059,19842502,
European Union,"MT2 - 04 - Coffee, tea",Seychelles,,,,,2,19,
European Union,"MT2 - 04 - Coffee, tea",Sierra Leone,26508963,31844160,32058608,39954419,59563840,32461031,
European Union,"MT2 - 04 - Coffee, tea",Singapore,33500465,56716084,33134879,16229173,14790055,9952504,
European Union,"MT2 - 04 - Coffee, tea",Solomon Islands,105458,,,1820,15136,61314,
European Union,"MT2 - 04 - Coffee, tea",South Africa,14172376,10005240,12577209,9824498,10214800,8751119,
European Union,"MT2 - 04 - Coffee, tea",Sri Lanka,148705410,153938178,132679906,133935385,146246694,157317658,
European Union,"MT2 - 04 - Coffee, tea",Sudan,691,,4635,300,3156,93563,
European Union,"MT2 - 04 - Coffee, tea",Suriname,6016,207131,2998,76694,52815,2923,
European Union,"MT2 - 04 - Coffee, tea",Switzerland,2491186315,2568978207,2244378050,2262313521,2358975722,2347892494,
European Union,"MT2 - 04 - Coffee, tea",Syrian Arab Republic,123705,107219,367356,2235539,2858851,3425516,
European Union,"MT2 - 04 - Coffee, tea",Chinese Taipei,2692440,2671693,3508316,2754604,2986112,3568785,
European Union,"MT2 - 04 - Coffee, tea",Tajikistan,,13,,,,,
European Union,"MT2 - 04 - Coffee, tea",Tanzania,119235454,93260998,102397545,112026525,93400166,76790755,
European Union,"MT2 - 04 - Coffee, tea",Thailand,15487093,13308341,9050454,4855934,3811150,9075480,
European Union,"MT2 - 04 - Coffee, tea",Timor-Leste,8909016,15758499,6379044,5529923,5784386,3977153,
European Union,"MT2 - 04 - Coffee, tea",Togo,43977918,43477671,30596542,26433795,20718927,22742246,
European Union,"MT2 - 04 - Coffee, tea",Tonga,67185,1027363,,,109252,,
European Union,"MT2 - 04 - Coffee, tea",Trinidad and Tobago,2032738,1755251,1664133,1132845,1377435,1091929,
European Union,"MT2 - 04 - Coffee, tea",Tunisia,13714,337371,165906,104989,71353,97844,
European Union,"MT2 - 04 - Coffee, tea",Turkey,48694097,52213111,69530847,63603787,68918066,71036609,
European Union,"MT2 - 04 - Coffee, tea",Uganda,336923309,351914413,332026375,293673870,378530998,356484109,
European Union,"MT2 - 04 - Coffee, tea",Ukraine,10822963,15216703,18544478,27407183,40852402,58910856,
European Union,"MT2 - 04 - Coffee, tea",United Arab Emirates,12343656,13378014,18185018,19866899,22040297,13768295,
European Union,"MT2 - 04 - Coffee, tea",United States of America,100405000,127359587,184284625,180874515,157835972,150920573,
European Union,"MT2 - 04 - Coffee, tea",Uruguay,181766,218066,234013,85955,158772,45411,
European Union,"MT2 - 04 - Coffee, tea",Uzbekistan,93,,,16981,5,3344,
European Union,"MT2 - 04 - Coffee, tea",Vanuatu,30784,54286,60151,60492,4877,246198,
European Union,"MT2 - 04 - Coffee, tea","Venezuela, Bolivarian Republic of",7752151,6820521,7586761,5624884,9795910,8716380,
European Union,"MT2 - 04 - Coffee, tea",Viet Nam,1465959129,1527514028,1355084917,1404725589,1570247785,1534478227,
European Union,"MT2 - 04 - Coffee, tea",Yemen,361819,210611,163566,416869,54589,390325,
